task_id,correct,tool_calls,thinking_blocks,repl_timeouts,events,pred_final,gold,trace_path
1682,False,30,0,0,92,"64,394,454,473,572,680,813,960","64, 394, 454, 473, 572, 680, 813, 960",results/v23_gpt5_hard_all378_FINAL/1682/sessions/normal_agent.jsonl
1683,True,13,0,0,28,"51, 64, 231, 249, 381, 384, 454, 473, 477, 572, 813","51, 64, 231, 249, 381, 384, 454, 473, 477, 572, 813",results/v23_gpt5_hard_all378_FINAL/1683/sessions/normal_agent.jsonl
1684,False,15,0,0,32,"64, 381, 454, 473, 536, 572, 813","64, 381, 454, 473, 572, 813",results/v23_gpt5_hard_all378_FINAL/1684/sessions/normal_agent.jsonl
1685,True,22,0,0,46,"64, 286, 381, 394, 473, 477, 572, 813, 960","64, 286, 381, 394, 473, 477, 572, 813, 960",results/v23_gpt5_hard_all378_FINAL/1685/sessions/normal_agent.jsonl
1686,True,36,0,0,94,"53, 64, 231, 381, 454, 473","53, 64, 231, 381, 454, 473",results/v23_gpt5_hard_all378_FINAL/1686/sessions/normal_agent.jsonl
1687,True,15,0,0,32,"29, 51, 64, 123, 163, 276, 304, 381, 384, 428, 454, 473, 477, 572, 595, 626, 680, 704, 709, 741, 792, 813","29, 51, 64, 123, 163, 276, 304, 381, 384, 428, 454, 473, 477, 572, 595, 626, 680, 704, 709, 741, 792, 813",results/v23_gpt5_hard_all378_FINAL/1687/sessions/normal_agent.jsonl
1688,True,22,0,0,46,"29, 51, 64, 123, 276, 381, 384, 428, 454, 473, 477, 536, 572, 595, 704, 709, 792, 813, 861, 871","29, 51, 64, 123, 276, 381, 384, 428, 454, 473, 477, 536, 572, 595, 704, 709, 792, 813, 861, 871",results/v23_gpt5_hard_all378_FINAL/1688/sessions/normal_agent.jsonl
1689,True,19,0,0,42,"29, 64, 107, 123, 163, 304, 381, 384, 398, 428, 454, 473, 477, 572, 595, 680, 709, 792, 813, 871","29, 64, 107, 123, 163, 304, 381, 384, 398, 428, 454, 473, 477, 572, 595, 680, 709, 792, 813, 871",results/v23_gpt5_hard_all378_FINAL/1689/sessions/normal_agent.jsonl
1694,True,19,0,0,50,"36, 64, 381, 428, 454, 473, 536, 572, 631, 709, 813, 871, 942","36, 64, 381, 428, 454, 473, 536, 572, 631, 709, 813, 871, 942",results/v23_gpt5_hard_all378_FINAL/1694/sessions/normal_agent.jsonl
1696,False,28,0,0,76,"36, 51, 64, 107, 123, 150, 163, 276, 304, 381, 384, 394, 454, 473, 477, 536, 572, 595, 608, 626, 678, 709, 725, 741, 813, 939, 960","64, 123, 304, 381, 384, 454, 473, 572, 595, 678, 813",results/v23_gpt5_hard_all378_FINAL/1696/sessions/normal_agent.jsonl
1698,False,19,0,0,40,"Therefore, there are no applicable Fee IDs.","64, 107, 163, 276, 381, 384, 454, 473, 477, 536, 572, 608, 680, 725, 813, 861, 871",results/v23_gpt5_hard_all378_FINAL/1698/sessions/normal_agent.jsonl
1699,True,8,0,0,22,"12, 64, 79, 84, 107, 134, 217, 381, 431, 454, 473, 491, 547, 572, 660, 709, 721, 741, 769, 813, 834, 858, 888, 891, 913","12, 64, 79, 84, 107, 134, 217, 381, 431, 454, 473, 491, 547, 572, 660, 709, 721, 741, 769, 813, 834, 858, 888, 891, 913",results/v23_gpt5_hard_all378_FINAL/1699/sessions/normal_agent.jsonl
1700,True,24,0,0,50,"64, 84, 280, 381, 428, 454, 473, 477, 572, 660, 682, 709, 769, 813, 834, 888, 891, 913, 921","64, 84, 280, 381, 428, 454, 473, 477, 572, 660, 682, 709, 769, 813, 834, 888, 891, 913, 921",results/v23_gpt5_hard_all378_FINAL/1700/sessions/normal_agent.jsonl
1701,True,30,0,0,80,"12, 36, 107, 150, 162, 187, 280, 367, 381, 431, 433, 454, 473, 477, 491, 572, 616, 626, 660, 682, 702, 709, 741, 769, 813, 888, 891, 913, 980","12, 36, 107, 150, 162, 187, 280, 367, 381, 431, 433, 454, 473, 477, 491, 572, 616, 626, 660, 682, 702, 709, 741, 769, 813, 888, 891, 913, 980",results/v23_gpt5_hard_all378_FINAL/1701/sessions/normal_agent.jsonl
1702,True,13,0,0,41,"64, 84, 217, 280, 364, 381, 384, 454, 456, 473, 477, 491, 536, 572, 682, 769, 804, 813, 834, 870, 891, 913, 921","64, 84, 217, 280, 364, 381, 384, 454, 456, 473, 477, 491, 536, 572, 682, 769, 804, 813, 834, 870, 891, 913, 921",results/v23_gpt5_hard_all378_FINAL/1702/sessions/normal_agent.jsonl
1704,True,12,0,0,26,"12, 51, 64, 79, 84, 134, 163, 332, 347, 381, 547, 572, 626, 637, 640, 769, 813, 863, 878, 891, 895, 913","12, 51, 64, 79, 84, 134, 163, 332, 347, 381, 547, 572, 626, 637, 640, 769, 813, 863, 878, 891, 895, 913",results/v23_gpt5_hard_all378_FINAL/1704/sessions/normal_agent.jsonl
1705,True,14,0,0,32,"123, 183, 286, 304, 384, 427, 454, 498, 634, 709, 741, 813, 861, 888, 892, 924","123, 183, 286, 304, 384, 427, 454, 498, 634, 709, 741, 813, 861, 888, 892, 924",results/v23_gpt5_hard_all378_FINAL/1705/sessions/normal_agent.jsonl
1706,False,15,0,0,44,"107,183,304,384,427,428,454,477,498,634,709,787,813,888,892,924","107, 183, 304, 384, 427, 428, 454, 477, 498, 634, 709, 787, 813, 888, 892, 924",results/v23_gpt5_hard_all378_FINAL/1706/sessions/normal_agent.jsonl
1709,True,11,0,0,24,"17, 107, 123, 163, 183, 286, 304, 384, 427, 428, 454, 477, 595, 626, 634, 701, 709, 787, 813, 888, 892, 924","17, 107, 123, 163, 183, 286, 304, 384, 427, 428, 454, 477, 595, 626, 634, 701, 709, 787, 813, 888, 892, 924",results/v23_gpt5_hard_all378_FINAL/1709/sessions/normal_agent.jsonl
1711,False,9,0,0,19,,29.93,results/v23_gpt5_hard_all378_FINAL/1711/sessions/normal_agent.jsonl
1712,False,26,0,0,54,13.52,12.91,results/v23_gpt5_hard_all378_FINAL/1712/sessions/normal_agent.jsonl
1713,False,18,0,0,40,17.46,26.45,results/v23_gpt5_hard_all378_FINAL/1713/sessions/normal_agent.jsonl
1715,False,23,0,0,71,6.50,9.17,results/v23_gpt5_hard_all378_FINAL/1715/sessions/normal_agent.jsonl
1716,False,36,0,0,79,10.38,17.88,results/v23_gpt5_hard_all378_FINAL/1716/sessions/normal_agent.jsonl
1717,False,40,0,0,121,,148.61,results/v23_gpt5_hard_all378_FINAL/1717/sessions/normal_agent.jsonl
1720,False,29,0,0,79,74.30,105.13,results/v23_gpt5_hard_all378_FINAL/1720/sessions/normal_agent.jsonl
1721,False,40,0,0,117,,93.08,results/v23_gpt5_hard_all378_FINAL/1721/sessions/normal_agent.jsonl
1722,False,29,0,0,61,Not Applicable,129.98,results/v23_gpt5_hard_all378_FINAL/1722/sessions/normal_agent.jsonl
1723,False,32,0,0,66,26.70,41.41,results/v23_gpt5_hard_all378_FINAL/1723/sessions/normal_agent.jsonl
1724,False,22,0,0,46,20.60,34.94,results/v23_gpt5_hard_all378_FINAL/1724/sessions/normal_agent.jsonl
1728,False,22,0,0,55,28.97,49.01,results/v23_gpt5_hard_all378_FINAL/1728/sessions/normal_agent.jsonl
1729,False,26,0,0,60,48.75,91.51,results/v23_gpt5_hard_all378_FINAL/1729/sessions/normal_agent.jsonl
1730,False,28,0,0,58,6.67,19.36,results/v23_gpt5_hard_all378_FINAL/1730/sessions/normal_agent.jsonl
1731,False,40,0,0,82,,24.91,results/v23_gpt5_hard_all378_FINAL/1731/sessions/normal_agent.jsonl
1732,False,17,0,0,45,22.86,34.64,results/v23_gpt5_hard_all378_FINAL/1732/sessions/normal_agent.jsonl
1734,False,40,0,0,98,,13.80,results/v23_gpt5_hard_all378_FINAL/1734/sessions/normal_agent.jsonl
1738,False,18,0,0,51,41.48,52.37,results/v23_gpt5_hard_all378_FINAL/1738/sessions/normal_agent.jsonl
1739,False,11,0,0,24,47.09,51.15,results/v23_gpt5_hard_all378_FINAL/1739/sessions/normal_agent.jsonl
1740,False,21,0,0,56,,40.23,results/v23_gpt5_hard_all378_FINAL/1740/sessions/normal_agent.jsonl
1741,False,12,0,0,26,"36, 53, 65, 123, 154, 319, 381, 394, 428, 454, 470, 473, 556, 572, 595, 680, 709, 741, 813, 868, 960","36, 51, 53, 64, 65, 107, 123, 150, 154, 163, 231, 249, 276, 286, 319, 347, 381, 384, 394, 398, 428, 454, 470, 471, 473, 477, 536, 556, 572, 595, 608, 626, 680, 709, 725, 741, 813, 868, 895, 939, 960",results/v23_gpt5_hard_all378_FINAL/1741/sessions/normal_agent.jsonl
1742,True,26,0,0,54,"29, 36, 51, 64, 65, 89, 107, 123, 150, 163, 276, 304, 381, 384, 398, 428, 454, 473, 477, 536, 572, 595, 626, 631, 678, 680, 700, 704, 709, 741, 792, 813, 861, 871, 884","29, 36, 51, 64, 65, 89, 107, 123, 150, 163, 276, 304, 381, 384, 398, 428, 454, 473, 477, 536, 572, 595, 626, 631, 678, 680, 700, 704, 709, 741, 792, 813, 861, 871, 884",results/v23_gpt5_hard_all378_FINAL/1742/sessions/normal_agent.jsonl
1743,False,6,0,0,19,"36, 51, 53, 64, 65, 107, 123, 150, 154, 163, 183, 201, 229, 276, 304, 319, 381, 384, 394, 398, 428, 454, 470, 471, 473, 477, 498, 536, 572, 595, 602, 608, 626, 631, 642, 678, 680, 700, 709, 722, 725, ","36, 51, 53, 64, 65, 107, 123, 150, 163, 276, 304, 381, 384, 394, 398, 428, 454, 473, 477, 536, 572, 595, 608, 626, 631, 678, 680, 709, 725, 741, 813, 861, 868, 871, 884, 939, 942, 960",results/v23_gpt5_hard_all378_FINAL/1743/sessions/normal_agent.jsonl
1744,True,27,0,0,56,"12, 16, 36, 38, 51, 64, 65, 79, 84, 95, 107, 123, 134, 141, 150, 154, 162, 163, 187, 217, 229, 257, 276, 280, 284, 300, 304, 332, 347, 364, 367, 381, 384, 398, 428, 431, 433, 454, 456, 459, 470, 473, ","12, 16, 36, 38, 51, 64, 65, 79, 84, 95, 107, 123, 134, 141, 150, 154, 162, 163, 187, 217, 229, 257, 276, 280, 284, 300, 304, 332, 347, 364, 367, 381, 384, 398, 428, 431, 433, 454, 456, 459, 470, 473, ",results/v23_gpt5_hard_all378_FINAL/1744/sessions/normal_agent.jsonl
1745,True,31,0,0,82,"17, 36, 51, 65, 107, 123, 141, 150, 163, 183, 276, 286, 304, 359, 384, 398, 427, 428, 454, 471, 477, 498, 595, 626, 631, 634, 701, 709, 722, 741, 787, 813, 861, 888, 892, 924","17, 36, 51, 65, 107, 123, 141, 150, 163, 183, 276, 286, 304, 359, 384, 398, 427, 428, 454, 471, 477, 498, 595, 626, 631, 634, 701, 709, 722, 741, 787, 813, 861, 888, 892, 924",results/v23_gpt5_hard_all378_FINAL/1745/sessions/normal_agent.jsonl
1746,False,30,0,0,69,4179.13,6764.61,results/v23_gpt5_hard_all378_FINAL/1746/sessions/normal_agent.jsonl
1747,False,23,0,0,61,27967.95,43520.84,results/v23_gpt5_hard_all378_FINAL/1747/sessions/normal_agent.jsonl
1748,False,28,0,0,58,15925.09,15237.49,results/v23_gpt5_hard_all378_FINAL/1748/sessions/normal_agent.jsonl
1749,False,33,0,0,74,3814.27,12387.68,results/v23_gpt5_hard_all378_FINAL/1749/sessions/normal_agent.jsonl
1750,False,2,0,0,5,,17302.64,results/v23_gpt5_hard_all378_FINAL/1750/sessions/normal_agent.jsonl
1752,False,10,0,0,21,,"36, 51, 53, 64, 65, 107, 123, 150, 154, 163, 231, 249, 276, 286, 319, 347, 381, 384, 394, 428, 470, 471, 473, 477, 536, 556, 572, 595, 608, 626, 680, 709, 725, 741, 813, 868, 895, 960",results/v23_gpt5_hard_all378_FINAL/1752/sessions/normal_agent.jsonl
1753,True,18,0,0,45,"36, 51, 53, 64, 107, 123, 150, 163, 231, 249, 276, 286, 347, 381, 384, 394, 428, 454, 473, 477, 536, 556, 572, 595, 608, 626, 680, 709, 725, 741, 813, 868, 939, 960","36, 51, 53, 64, 107, 123, 150, 163, 231, 249, 276, 286, 347, 381, 384, 394, 428, 454, 473, 477, 536, 556, 572, 595, 608, 626, 680, 709, 725, 741, 813, 868, 939, 960",results/v23_gpt5_hard_all378_FINAL/1753/sessions/normal_agent.jsonl
1756,True,19,0,1,56,"36, 51, 53, 64, 107, 123, 150, 163, 231, 249, 276, 286, 347, 381, 384, 394, 428, 454, 473, 477, 536, 556, 572, 608, 626, 680, 709, 725, 741, 813, 868, 939, 960","36, 51, 53, 64, 107, 123, 150, 163, 231, 249, 276, 286, 347, 381, 384, 394, 428, 454, 473, 477, 536, 556, 572, 608, 626, 680, 709, 725, 741, 813, 868, 939, 960",results/v23_gpt5_hard_all378_FINAL/1756/sessions/normal_agent.jsonl
1757,True,17,0,0,47,"36,51,53,64,65,107,123,150,163,231,249,276,286,347,381,384,394,428,454,473,477,536,556,572,595,608,626,680,709,725,741,813,868,939,960","36, 51, 53, 64, 65, 107, 123, 150, 163, 231, 249, 276, 286, 347, 381, 384, 394, 428, 454, 473, 477, 536, 556, 572, 595, 608, 626, 680, 709, 725, 741, 813, 868, 939, 960",results/v23_gpt5_hard_all378_FINAL/1757/sessions/normal_agent.jsonl
1760,True,22,0,0,67,"36, 51, 53, 64, 65, 107, 123, 150, 154, 163, 231, 249, 276, 286, 319, 347, 381, 384, 394, 428, 470, 473, 477, 536, 556, 572, 595, 608, 626, 680, 709, 725, 741, 813, 868, 895, 939, 960","36, 51, 53, 64, 65, 107, 123, 150, 154, 163, 231, 249, 276, 286, 319, 347, 381, 384, 394, 428, 470, 473, 477, 536, 556, 572, 595, 608, 626, 680, 709, 725, 741, 813, 868, 895, 939, 960",results/v23_gpt5_hard_all378_FINAL/1760/sessions/normal_agent.jsonl
1763,True,25,0,0,52,"29, 36, 51, 64, 65, 89, 107, 123, 150, 163, 276, 304, 381, 384, 428, 454, 473, 477, 536, 572, 595, 626, 631, 678, 680, 704, 709, 741, 792, 813, 861, 871, 884","29, 36, 51, 64, 65, 89, 107, 123, 150, 163, 276, 304, 381, 384, 428, 454, 473, 477, 536, 572, 595, 626, 631, 678, 680, 704, 709, 741, 792, 813, 861, 871, 884",results/v23_gpt5_hard_all378_FINAL/1763/sessions/normal_agent.jsonl
1765,True,14,0,0,44,"29, 36, 51, 64, 65, 89, 107, 123, 150, 163, 276, 304, 381, 384, 398, 428, 454, 473, 477, 536, 572, 595, 626, 631, 678, 680, 704, 709, 741, 792, 813, 861, 871, 884","29, 36, 51, 64, 65, 89, 107, 123, 150, 163, 276, 304, 381, 384, 398, 428, 454, 473, 477, 536, 572, 595, 626, 631, 678, 680, 704, 709, 741, 792, 813, 861, 871, 884",results/v23_gpt5_hard_all378_FINAL/1765/sessions/normal_agent.jsonl
1769,False,20,0,0,62,"29, 36, 65, 89, 123, 304, 381, 428, 454, 473, 572, 595, 631, 680, 709, 741, 813, 884","29, 36, 51, 64, 65, 89, 107, 123, 150, 163, 276, 304, 381, 384, 428, 454, 473, 477, 536, 572, 595, 626, 631, 678, 680, 704, 709, 741, 792, 813, 861, 871, 884",results/v23_gpt5_hard_all378_FINAL/1769/sessions/normal_agent.jsonl
1771,True,33,0,0,101,"29, 36, 51, 64, 65, 89, 107, 123, 150, 163, 276, 304, 381, 384, 428, 454, 473, 477, 536, 572, 595, 626, 631, 678, 680, 704, 709, 741, 792, 813, 861, 871, 884","29, 36, 51, 64, 65, 89, 107, 123, 150, 163, 276, 304, 381, 384, 428, 454, 473, 477, 536, 572, 595, 626, 631, 678, 680, 704, 709, 741, 792, 813, 861, 871, 884",results/v23_gpt5_hard_all378_FINAL/1771/sessions/normal_agent.jsonl
1773,True,23,0,0,48,"29, 36, 51, 64, 65, 89, 107, 123, 150, 163, 276, 304, 381, 384, 428, 454, 473, 477, 536, 572, 595, 626, 631, 678, 680, 704, 709, 741, 792, 813, 861, 871, 884","29, 36, 51, 64, 65, 89, 107, 123, 150, 163, 276, 304, 381, 384, 428, 454, 473, 477, 536, 572, 595, 626, 631, 678, 680, 704, 709, 741, 792, 813, 861, 871, 884",results/v23_gpt5_hard_all378_FINAL/1773/sessions/normal_agent.jsonl
1775,True,25,0,0,69,"36, 51, 53, 64, 107, 123, 150, 163, 276, 304, 381, 384, 394, 428, 454, 473, 477, 536, 572, 595, 608, 626, 631, 678, 680, 709, 725, 741, 813, 861, 868, 871, 884, 939, 942, 960","36, 51, 53, 64, 107, 123, 150, 163, 276, 304, 381, 384, 394, 428, 454, 473, 477, 536, 572, 595, 608, 626, 631, 678, 680, 709, 725, 741, 813, 861, 868, 871, 884, 939, 942, 960",results/v23_gpt5_hard_all378_FINAL/1775/sessions/normal_agent.jsonl
178,True,4,0,0,13,"[GR: 70.70, SE: 83.80, LU: 84.36, FR: 88.59, IT: 94.94, NL: 108.81, BE: 110.11, ES: 126.92, ]","[GR: 70.70, SE: 83.80, LU: 84.36, FR: 88.59, IT: 94.94, NL: 108.81, BE: 110.11, ES: 126.92]",results/v23_gpt5_hard_all378_FINAL/178/sessions/normal_agent.jsonl
1780,True,28,0,0,64,"36, 51, 53, 64, 65, 107, 123, 150, 163, 276, 304, 381, 384, 394, 398, 428, 454, 473, 477, 536, 572, 595, 608, 626, 631, 678, 680, 709, 725, 741, 813, 861, 871, 884, 960","36, 51, 53, 64, 65, 107, 123, 150, 163, 276, 304, 381, 384, 394, 398, 428, 454, 473, 477, 536, 572, 595, 608, 626, 631, 678, 680, 709, 725, 741, 813, 861, 871, 884, 960",results/v23_gpt5_hard_all378_FINAL/1780/sessions/normal_agent.jsonl
1784,False,30,0,0,62,"53, 394, 608, 725, 868, 942, 960","36, 51, 53, 64, 65, 107, 123, 163, 276, 304, 381, 384, 394, 428, 454, 473, 477, 536, 572, 595, 608, 626, 631, 678, 680, 709, 725, 741, 813, 861, 868, 871, 942, 960",results/v23_gpt5_hard_all378_FINAL/1784/sessions/normal_agent.jsonl
1789,True,21,0,0,64,"12, 16, 36, 51, 64, 65, 79, 84, 95, 107, 123, 134, 141, 150, 162, 163, 187, 217, 276, 280, 284, 300, 304, 332, 347, 364, 367, 381, 384, 398, 428, 431, 433, 454, 456, 473, 477, 485, 491, 501, 503, 536,","12, 16, 36, 51, 64, 65, 79, 84, 95, 107, 123, 134, 141, 150, 162, 163, 187, 217, 276, 280, 284, 300, 304, 332, 347, 364, 367, 381, 384, 398, 428, 431, 433, 454, 456, 473, 477, 485, 491, 501, 503, 536,",results/v23_gpt5_hard_all378_FINAL/1789/sessions/normal_agent.jsonl
1791,False,30,0,0,62,"12, 16, 36, 38, 65, 84, 123, 162, 187, 217, 301, 304, 364, 367, 381, 428, 431, 454, 473, 491, 501, 503, 535, 556, 572, 595, 612, 622, 631, 637, 648, 660, 680, 702, 709, 721, 741, 813, 849, 888, 891, 9","12, 36, 38, 51, 64, 79, 84, 107, 123, 134, 150, 162, 163, 187, 217, 276, 280, 284, 300, 304, 332, 347, 364, 367, 381, 384, 428, 431, 433, 454, 456, 473, 477, 491, 501, 503, 536, 547, 556, 572, 595, 61",results/v23_gpt5_hard_all378_FINAL/1791/sessions/normal_agent.jsonl
1799,True,14,0,0,30,"17, 36, 51, 65, 107, 123, 141, 150, 163, 183, 276, 286, 304, 359, 384, 427, 428, 454, 477, 498, 595, 626, 631, 634, 701, 709, 741, 787, 813, 861, 888, 892, 924","17, 36, 51, 65, 107, 123, 141, 150, 163, 183, 276, 286, 304, 359, 384, 427, 428, 454, 477, 498, 595, 626, 631, 634, 701, 709, 741, 787, 813, 861, 888, 892, 924",results/v23_gpt5_hard_all378_FINAL/1799/sessions/normal_agent.jsonl
1801,True,11,0,0,24,"17, 36, 51, 107, 123, 141, 150, 163, 183, 276, 286, 304, 359, 384, 427, 428, 454, 477, 498, 595, 626, 631, 634, 701, 709, 741, 787, 813, 861, 888, 892, 924","17, 36, 51, 107, 123, 141, 150, 163, 183, 276, 286, 304, 359, 384, 427, 428, 454, 477, 498, 595, 626, 631, 634, 701, 709, 741, 787, 813, 861, 888, 892, 924",results/v23_gpt5_hard_all378_FINAL/1801/sessions/normal_agent.jsonl
1805,True,26,0,0,73,"17, 36, 51, 107, 123, 141, 150, 163, 183, 276, 286, 304, 359, 384, 427, 428, 454, 477, 498, 595, 626, 631, 634, 701, 709, 741, 787, 813, 861, 888, 892, 924","17, 36, 51, 107, 123, 141, 150, 163, 183, 276, 286, 304, 359, 384, 427, 428, 454, 477, 498, 595, 626, 631, 634, 701, 709, 741, 787, 813, 861, 888, 892, 924",results/v23_gpt5_hard_all378_FINAL/1805/sessions/normal_agent.jsonl
1808,True,17,0,0,51,"17, 36, 51, 107, 123, 141, 150, 163, 183, 276, 286, 304, 359, 384, 427, 428, 454, 477, 498, 595, 626, 631, 634, 701, 709, 741, 787, 813, 861, 888, 892, 924","17, 36, 51, 107, 123, 141, 150, 163, 183, 276, 286, 304, 359, 384, 427, 428, 454, 477, 498, 595, 626, 631, 634, 701, 709, 741, 787, 813, 861, 888, 892, 924",results/v23_gpt5_hard_all378_FINAL/1808/sessions/normal_agent.jsonl
1810,True,9,0,0,20,"36,51,65,107,123,141,150,163,183,276,286,304,359,384,427,428,454,477,498,595,626,631,634,701,709,741,787,813,861,888,892,924","36, 51, 65, 107, 123, 141, 150, 163, 183, 276, 286, 304, 359, 384, 427, 428, 454, 477, 498, 595, 626, 631, 634, 701, 709, 741, 787, 813, 861, 888, 892, 924",results/v23_gpt5_hard_all378_FINAL/1810/sessions/normal_agent.jsonl
1817,False,26,0,0,66,376.69,642.39,results/v23_gpt5_hard_all378_FINAL/1817/sessions/normal_agent.jsonl
1818,False,2,0,0,7,,578.52,results/v23_gpt5_hard_all378_FINAL/1818/sessions/normal_agent.jsonl
1819,False,25,0,0,55,216.90,324.16,results/v23_gpt5_hard_all378_FINAL/1819/sessions/normal_agent.jsonl
1822,False,36,0,0,102,Not Applicable,641.71,results/v23_gpt5_hard_all378_FINAL/1822/sessions/normal_agent.jsonl
1823,False,17,0,0,44,2410.53,3648.38,results/v23_gpt5_hard_all378_FINAL/1823/sessions/normal_agent.jsonl
1826,False,20,0,0,42,1718.16,3510.03,results/v23_gpt5_hard_all378_FINAL/1826/sessions/normal_agent.jsonl
1829,False,34,0,0,80,Not Applicable,3586.06,results/v23_gpt5_hard_all378_FINAL/1829/sessions/normal_agent.jsonl
1834,False,2,0,0,7,,3767.90,results/v23_gpt5_hard_all378_FINAL/1834/sessions/normal_agent.jsonl
1835,False,21,0,0,62,1489.48,1327.44,results/v23_gpt5_hard_all378_FINAL/1835/sessions/normal_agent.jsonl
1837,False,13,0,0,28,776.88,1348.25,results/v23_gpt5_hard_all378_FINAL/1837/sessions/normal_agent.jsonl
1840,False,33,0,0,85,Not Applicable,1304.21,results/v23_gpt5_hard_all378_FINAL/1840/sessions/normal_agent.jsonl
1841,False,40,0,0,101,,1374.11,results/v23_gpt5_hard_all378_FINAL/1841/sessions/normal_agent.jsonl
1846,False,18,0,0,44,1628.93,1319.61,results/v23_gpt5_hard_all378_FINAL/1846/sessions/normal_agent.jsonl
1851,False,35,0,0,103,Not Applicable,1235.96,results/v23_gpt5_hard_all378_FINAL/1851/sessions/normal_agent.jsonl
1853,False,40,0,0,81,,1120.77,results/v23_gpt5_hard_all378_FINAL/1853/sessions/normal_agent.jsonl
1857,False,27,0,0,56,403.70,1105.44,results/v23_gpt5_hard_all378_FINAL/1857/sessions/normal_agent.jsonl
1861,False,30,0,0,62,Not Applicable,1546.82,results/v23_gpt5_hard_all378_FINAL/1861/sessions/normal_agent.jsonl
1862,False,16,0,0,46,888.00,1460.47,results/v23_gpt5_hard_all378_FINAL/1862/sessions/normal_agent.jsonl
1866,False,28,0,0,65,846.61,1361.74,results/v23_gpt5_hard_all378_FINAL/1866/sessions/normal_agent.jsonl
1868,False,29,0,0,61,883.80,1427.63,results/v23_gpt5_hard_all378_FINAL/1868/sessions/normal_agent.jsonl
1875,True,6,0,0,14,0.00000000000000,0.00000000000000,results/v23_gpt5_hard_all378_FINAL/1875/sessions/normal_agent.jsonl
1892,True,10,0,0,27,6.30997500000000,6.30997500000000,results/v23_gpt5_hard_all378_FINAL/1892/sessions/normal_agent.jsonl
1931,True,3,0,0,9,2.18177700000000,-2.18,results/v23_gpt5_hard_all378_FINAL/1931/sessions/normal_agent.jsonl
1966,True,6,0,0,14,0.00000000000000,0.00000000000000,results/v23_gpt5_hard_all378_FINAL/1966/sessions/normal_agent.jsonl
2057,True,4,0,0,10,6.66930400000000,-6.67,results/v23_gpt5_hard_all378_FINAL/2057/sessions/normal_agent.jsonl
2121,False,7,0,0,22,0.102696,0.1,results/v23_gpt5_hard_all378_FINAL/2121/sessions/normal_agent.jsonl
2132,False,4,0,0,11,0.60827000000000,0.61,results/v23_gpt5_hard_all378_FINAL/2132/sessions/normal_agent.jsonl
2229,False,19,0,0,41,0.00000000000000,-1.38,results/v23_gpt5_hard_all378_FINAL/2229/sessions/normal_agent.jsonl
2264,False,25,0,0,52,0.00000000000000,2.64,results/v23_gpt5_hard_all378_FINAL/2264/sessions/normal_agent.jsonl
2316,False,3,0,0,8,0.05853600000000,0.06,results/v23_gpt5_hard_all378_FINAL/2316/sessions/normal_agent.jsonl
2366,False,0,0,0,1,,2.68,results/v23_gpt5_hard_all378_FINAL/2366/sessions/normal_agent.jsonl
2385,False,7,0,0,16,0.09015200000000,-0.09,results/v23_gpt5_hard_all378_FINAL/2385/sessions/normal_agent.jsonl
2397,True,4,0,0,10,10.48868600000000,10.5,results/v23_gpt5_hard_all378_FINAL/2397/sessions/normal_agent.jsonl
2404,False,12,0,0,29,0.01566600000000,0.01,results/v23_gpt5_hard_all378_FINAL/2404/sessions/normal_agent.jsonl
2407,False,13,0,0,28,18.23189800000000,-3.88,results/v23_gpt5_hard_all378_FINAL/2407/sessions/normal_agent.jsonl
2412,False,3,0,0,8,22.95986000000000,18.21,results/v23_gpt5_hard_all378_FINAL/2412/sessions/normal_agent.jsonl
2419,True,6,0,0,17,9.41664800000000,-9.42,results/v23_gpt5_hard_all378_FINAL/2419/sessions/normal_agent.jsonl
2439,False,16,0,0,34,15.34360400000000,-15.35,results/v23_gpt5_hard_all378_FINAL/2439/sessions/normal_agent.jsonl
2441,True,4,0,0,12,2.87721200000000,-2.88,results/v23_gpt5_hard_all378_FINAL/2441/sessions/normal_agent.jsonl
2463,True,7,0,0,16,5.24362600000000,-5.24,results/v23_gpt5_hard_all378_FINAL/2463/sessions/normal_agent.jsonl
2477,True,4,0,0,10,74.67110600000001,-74.67110600000001,results/v23_gpt5_hard_all378_FINAL/2477/sessions/normal_agent.jsonl
2478,True,7,0,0,23,24.21765600000000,24.21765600000000,results/v23_gpt5_hard_all378_FINAL/2478/sessions/normal_agent.jsonl
2480,True,4,0,0,10,8.68455000000000,8.7,results/v23_gpt5_hard_all378_FINAL/2480/sessions/normal_agent.jsonl
2481,True,22,0,0,47,98.67508300000000,-98.67508300000000,results/v23_gpt5_hard_all378_FINAL/2481/sessions/normal_agent.jsonl
2482,True,22,0,0,46,645.18323500000000,645.18323500000000,results/v23_gpt5_hard_all378_FINAL/2482/sessions/normal_agent.jsonl
2484,True,15,0,0,32,0.00000000000000,0.00000000000000,results/v23_gpt5_hard_all378_FINAL/2484/sessions/normal_agent.jsonl
2485,True,9,0,0,20,266.47518400000000,-266.47518400000001,results/v23_gpt5_hard_all378_FINAL/2485/sessions/normal_agent.jsonl
2489,False,39,0,0,80,27553.47723,-10499.54789400000000,results/v23_gpt5_hard_all378_FINAL/2489/sessions/normal_agent.jsonl
2490,False,31,0,0,66,1849.896464,2048.69227200000000,results/v23_gpt5_hard_all378_FINAL/2490/sessions/normal_agent.jsonl
